{'nombres': 'Yenny', 'apellidos': 'Vallés', 'empresa': 25, 'role': 'Secretario', 'cedula': '1453314641', 'email': 'elenalopez@example.net', 'direccion': 'Calle 12 # 1P-2 Sur\nEtapa 3 apartamento 61\n254470\nGachetá, Cundinamarca', 'telefono': '0984290416', 'fecha_nacimiento': datetime.date(1988, 7, 29), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '#o1H(IIrbO', 'password_validator': '#o1H(IIrbO'}
{'nombres': 'Daniel', 'apellidos': 'Alcántara', 'empresa': 59, 'role': 'Propietario', 'cedula': '0567676796', 'email': 'ljimenez@example.org', 'direccion': 'Calle 62 # 6-10\nEtapa 9 apartamento 46\n138557\nSoplaviento, Bolívar', 'telefono': '0984316374', 'fecha_nacimiento': datetime.date(1995, 7, 13), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': 'AK1jQdr70^', 'password_validator': 'AK1jQdr70^'}
{'nombres': 'Manuel', 'apellidos': 'Peña', 'empresa': 29, 'role': 'Propietario', 'cedula': '1736887850', 'email': 'dbonilla@example.org', 'direccion': 'Cr. 198 # 88-7\n735153\nValle de San Juan, Tolima', 'telefono': '0992667821', 'fecha_nacimiento': datetime.date(1983, 6, 27), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': '%c35nTYk#8', 'password_validator': '%c35nTYk#8'}
{'nombres': 'Héctor', 'apellidos': 'Arnau', 'empresa': 24, 'role': 'Conductor-Propietario', 'cedula': '0235086089', 'email': 'carolina05@example.org', 'direccion': 'Calle 4ª # 55V-67\nApartamento 47\n254924\nChaguaní, Cundinamarca', 'telefono': '0966295268', 'fecha_nacimiento': datetime.date(1984, 7, 27), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': 'FN63mCbp^z', 'password_validator': 'FN63mCbp^z'}
{'nombres': 'Isabel', 'apellidos': 'Aragonés', 'empresa': 84, 'role': 'Superuser', 'cedula': '2014213207', 'email': 'antoniohernandez@example.net', 'direccion': 'Avenida carrera 7ª # 10-39\nBodega 72\n504239\nCabuyaro, Meta', 'telefono': '0983611376', 'fecha_nacimiento': datetime.date(1993, 12, 24), 'estado_civil': 'Viudo', 'nivel_educacion': 'General Básica', 'password': '%yEIA(MIw0', 'password_validator': '%yEIA(MIw0'}
{'nombres': 'Alejandro', 'apellidos': 'Montoya', 'empresa': 54, 'role': 'Secretario', 'cedula': '1604834430', 'email': 'phernandez@example.net', 'direccion': 'Carrera 134 Sur # 4-86 Sur\nApto. 992\n056772\nYondó, Antioquia', 'telefono': '0981486490', 'fecha_nacimiento': datetime.date(1987, 7, 30), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': ')6Gx9RzW9x', 'password_validator': ')6Gx9RzW9x'}
{'nombres': 'Milena', 'apellidos': 'Durán', 'empresa': 46, 'role': 'Conductor', 'cedula': '3009056643', 'email': 'esterramirez@example.com', 'direccion': 'Cl. 50 # 2-6\nApartamento 8\n203564\nLa Jagua de Ibirico, Cesar', 'telefono': '0988044419', 'fecha_nacimiento': datetime.date(1992, 8, 2), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': ')03hQyqDf(', 'password_validator': ')03hQyqDf('}
{'nombres': 'Gladys', 'apellidos': 'Gallart', 'empresa': 4, 'role': 'Superuser', 'cedula': '2302538067', 'email': 'nataliacardenas@example.com', 'direccion': 'Cl. 53 # 7-9 Sur\nEtapa 7 apartamento 401\n251565\nChipaque, Cundinamarca', 'telefono': '0978464410', 'fecha_nacimiento': datetime.date(1990, 4, 30), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': '#x+0zSuXPR', 'password_validator': '#x+0zSuXPR'}
{'nombres': 'Ignacio', 'apellidos': 'Lladó', 'empresa': 73, 'role': 'Propietario', 'cedula': '2124884939', 'email': 'serranoemilio@example.org', 'direccion': 'Avenida carrera 96 # 97P-44 Este\n688148\nHato, Santander', 'telefono': '0981212147', 'fecha_nacimiento': datetime.date(1992, 4, 26), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': 'j&!8YKd+O9', 'password_validator': 'j&!8YKd+O9'}
{'nombres': 'Benjamín', 'apellidos': 'Duque', 'empresa': 26, 'role': 'Secretario', 'cedula': '0342362829', 'email': 'gagudelo@example.org', 'direccion': 'Dg. 85 # 6-34\nBodega 87\n545244\nSan José de Cúcuta', 'telefono': '0968981068', 'fecha_nacimiento': datetime.date(1983, 4, 15), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Bachillerato', 'password': '*6IybS%vHH', 'password_validator': '*6IybS%vHH'}
{'nombres': 'Freddy', 'apellidos': 'Somoza', 'empresa': 23, 'role': 'Superuser', 'cedula': '0501647077', 'email': 'stella91@example.org', 'direccion': 'Calle 9ª # 34-1 Este\n549061\nBucarasica, Norte de Santander', 'telefono': '0968117476', 'fecha_nacimiento': datetime.date(1986, 5, 8), 'estado_civil': 'Casado', 'nivel_educacion': 'Bachillerato', 'password': 'iy2*g#DEN^', 'password_validator': 'iy2*g#DEN^'}
{'nombres': 'Daniel', 'apellidos': 'Mínguez', 'empresa': 25, 'role': 'Secretario', 'cedula': '1056679499', 'email': 'guerrerovictor@example.com', 'direccion': 'Avenida calle 69 # 6-3 Este\n172235\nChinchiná, Caldas', 'telefono': '0993860986', 'fecha_nacimiento': datetime.date(2000, 5, 22), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': '2fXpgzGV!F', 'password_validator': '2fXpgzGV!F'}
{'nombres': 'Norma', 'apellidos': 'Escudero', 'empresa': 70, 'role': 'Superuser', 'cedula': '1303464414', 'email': 'jorge00@example.com', 'direccion': 'Cr. 6N # 8A-9\nApartamento 16\n051070\nGranada, Antioquia', 'telefono': '0984652030', 'fecha_nacimiento': datetime.date(2000, 11, 7), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': 'p9MQfuNH^Z', 'password_validator': 'p9MQfuNH^Z'}
{'nombres': 'Manuel', 'apellidos': 'Contreras', 'empresa': 38, 'role': 'Persona natural', 'cedula': '2055602458', 'email': 'xmarquez@example.com', 'direccion': 'Cr. 39Q # 8-4 Este\n084167\nPalmar de Varela, Atlántico', 'telefono': '0939457612', 'fecha_nacimiento': datetime.date(1999, 4, 12), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': '%@Cn9Si!9R', 'password_validator': '%@Cn9Si!9R'}
{'nombres': 'Armando', 'apellidos': 'Vizcaíno', 'empresa': 84, 'role': 'Secretario', 'cedula': '1005267339', 'email': 'lgaviria@example.net', 'direccion': 'Calle 23W # 3-3\nCasa 85\n130259\nEl Peñón, Bolívar', 'telefono': '0959052366', 'fecha_nacimiento': datetime.date(2003, 6, 2), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': 'o+B58YPd4K', 'password_validator': 'o+B58YPd4K'}
{'nombres': 'Paola', 'apellidos': 'Sancho', 'empresa': 8, 'role': 'Conductor', 'cedula': '2451621292', 'email': 'edisson44@example.org', 'direccion': 'Calle 90 # 38-14 Sur\n444698\nMaicao, La Guajira', 'telefono': '0990530697', 'fecha_nacimiento': datetime.date(2003, 9, 13), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': '(xhTzWg$m8', 'password_validator': '(xhTzWg$m8'}
{'nombres': 'Paula', 'apellidos': 'Tormo', 'empresa': 74, 'role': 'Conductor-Propietario', 'cedula': '0840467336', 'email': 'uluna@example.org', 'direccion': 'Carrera 5X # 1-56 Este\nEtapa 5 apartamento 811\n135441\nClemencia, Bolívar', 'telefono': '0996854081', 'fecha_nacimiento': datetime.date(1998, 4, 2), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': '&sh!5Wo!pR', 'password_validator': '&sh!5Wo!pR'}
{'nombres': 'Lina', 'apellidos': 'Fajardo', 'empresa': 63, 'role': 'Persona natural', 'cedula': '1722707872', 'email': 'xochoa@example.org', 'direccion': 'Cr. 62V # 18G-4 Este\n471236\nSan Sebastián de Buenavista, Magdalena', 'telefono': '0994745311', 'fecha_nacimiento': datetime.date(1990, 3, 11), 'estado_civil': 'Casado', 'nivel_educacion': 'General Básica', 'password': 'Xwp7C&+t!^', 'password_validator': 'Xwp7C&+t!^'}
{'nombres': 'Lilian', 'apellidos': 'Toro', 'empresa': 23, 'role': 'Propietario', 'cedula': '0660870973', 'email': 'gomezalvaro@example.net', 'direccion': 'Carrera 35 # 71-28 Este\n685612\nBucaramanga', 'telefono': '0969614264', 'fecha_nacimiento': datetime.date(1990, 7, 21), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': '@(9d2*Yta_', 'password_validator': '@(9d2*Yta_'}
{'nombres': 'Yamid', 'apellidos': 'Cuevas', 'empresa': 32, 'role': 'Persona natural', 'cedula': '1730138672', 'email': 'jorgemontes@example.org', 'direccion': 'Calle 34 # 93-6 Sur\nBodega 3\n198157\nSotará Paispamba, Cauca', 'telefono': '0980337107', 'fecha_nacimiento': datetime.date(2000, 8, 18), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': 'La3pOvun@2', 'password_validator': 'La3pOvun@2'}
{'nombres': 'Diana', 'apellidos': 'Planas', 'empresa': 60, 'role': 'Encargado', 'cedula': '1354532333', 'email': 'manuel10@example.com', 'direccion': 'Carrera 1K Este # 5Q-63 Sur\nOficina 82\n702958\nMorroa, Sucre', 'telefono': '0966865586', 'fecha_nacimiento': datetime.date(2003, 3, 6), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': 'pM8XRq)ob&', 'password_validator': 'pM8XRq)ob&'}
{'nombres': 'Fernando', 'apellidos': 'Suárez', 'empresa': 90, 'role': 'Conductor-Propietario', 'cedula': '1429778846', 'email': 'jose32@example.org', 'direccion': 'Carrera 159U Bis J # 3-9 Este\n732901\nDolores, Tolima', 'telefono': '0988235399', 'fecha_nacimiento': datetime.date(2001, 5, 30), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': '8$+4EiZtzg', 'password_validator': '8$+4EiZtzg'}
{'nombres': 'Gloria', 'apellidos': 'Tovar', 'empresa': 20, 'role': 'Conductor', 'cedula': '1247028796', 'email': 'maldonadoleonardo@example.net', 'direccion': 'Calle 6ª # 1K-78 Sur\nTorre 7 apartamento 69\n155969\nNuevo Colón, Boyacá', 'telefono': '0992394233', 'fecha_nacimiento': datetime.date(1993, 2, 22), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': '_9u9N_Tv!E', 'password_validator': '_9u9N_Tv!E'}
{'nombres': 'Flor', 'apellidos': 'Quintanilla', 'empresa': 65, 'role': 'Administrador', 'cedula': '1143898862', 'email': 'nestorgamboa@example.org', 'direccion': 'Cr. 19 # 3-2\nApartamento 51\n271162\nCarmen del Darién, Chocó', 'telefono': '0983223951', 'fecha_nacimiento': datetime.date(1983, 1, 8), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Bachillerato', 'password': 'cw4$Pfxo%8', 'password_validator': 'cw4$Pfxo%8'}
{'nombres': 'Jorge', 'apellidos': 'Pereira', 'empresa': 98, 'role': 'Persona natural', 'cedula': '0606768588', 'email': 'andres96@example.net', 'direccion': 'Calle 7ª # 34-38 Sur\nCasa 92\n681009\nAratoca, Santander', 'telefono': '0980041864', 'fecha_nacimiento': datetime.date(1992, 8, 22), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': 'iBkX+ap_(7', 'password_validator': 'iBkX+ap_(7'}
{'nombres': 'Carmen', 'apellidos': 'Jordá', 'empresa': 28, 'role': 'Conductor-Propietario', 'cedula': '1560069146', 'email': 'sofiaramirez@example.net', 'direccion': 'Avenida calle 11 # 1-97 Este\n910625\nTarapacá, Amazonas', 'telefono': '0991947625', 'fecha_nacimiento': datetime.date(1989, 1, 20), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': 'xG8V+GqmO^', 'password_validator': 'xG8V+GqmO^'}
{'nombres': 'Rodrigo', 'apellidos': 'Padilla', 'empresa': 80, 'role': 'Encargado', 'cedula': '1111621403', 'email': 'roalaura@example.org', 'direccion': 'Cl. 5O Este # 27-56\nEtapa 2 apartamento 19\n412573\nSaladoblanco, Huila', 'telefono': '0939156565', 'fecha_nacimiento': datetime.date(1998, 3, 23), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': 'A6PVoqyB%h', 'password_validator': 'A6PVoqyB%h'}
{'nombres': 'Rafael', 'apellidos': 'Pinilla', 'empresa': 7, 'role': 'Conductor', 'cedula': '0635234768', 'email': 'tocampo@example.com', 'direccion': 'Calle 34 # 23-65\n159912\nBoyacá, Boyacá', 'telefono': '0995208657', 'fecha_nacimiento': datetime.date(2001, 11, 7), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': '@jUOp^Hn54', 'password_validator': '@jUOp^Hn54'}
{'nombres': 'Luis', 'apellidos': 'Heras', 'empresa': 31, 'role': 'Encargado', 'cedula': '1953190517', 'email': 'vbermudez@example.net', 'direccion': 'Carrera 88 # 37-7 Este\nOficina 919\n186086\nMilán, Caquetá', 'telefono': '0960790269', 'fecha_nacimiento': datetime.date(1991, 11, 18), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': 'Lk)Z4DXe4^', 'password_validator': 'Lk)Z4DXe4^'}
{'nombres': 'Cristina', 'apellidos': 'Franch', 'empresa': 84, 'role': 'Supervisor', 'cedula': '0235915147', 'email': 'srodriguez@example.com', 'direccion': 'Dg. 107 # 1-64 Este\n193747\nBolívar, Cauca', 'telefono': '0993757401', 'fecha_nacimiento': datetime.date(1984, 8, 23), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'General Básica', 'password': '_6^PXz@L$9', 'password_validator': '_6^PXz@L$9'}
{'nombres': 'José', 'apellidos': 'Puente', 'empresa': 37, 'role': 'Supervisor', 'cedula': '1009961788', 'email': 'spena@example.org', 'direccion': 'Cr. 9ª # 3-62\nEtapa 7 apartamento 237\n765823\nCartago, Valle del Cauca', 'telefono': '0981065028', 'fecha_nacimiento': datetime.date(1998, 1, 21), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': 'Mk#w4QTe)q', 'password_validator': 'Mk#w4QTe)q'}
{'nombres': 'Eliecer', 'apellidos': 'Batlle', 'empresa': 84, 'role': 'Supervisor', 'cedula': '3056164118', 'email': 'herreraeduardo@example.org', 'direccion': 'Cr. 140 # 8-3\nApto. 62\n855470\nVillanueva, Casanare', 'telefono': '0997966410', 'fecha_nacimiento': datetime.date(1989, 3, 24), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': '!v@8WPsn81', 'password_validator': '!v@8WPsn81'}
{'nombres': 'Leidy', 'apellidos': 'Vega', 'empresa': 16, 'role': 'Propietario', 'cedula': '0803277904', 'email': 'benjamin11@example.net', 'direccion': 'Cl. 4ª # 3-11 Este\nApto. 667\n993154\nSanta Rosalía, Vichada', 'telefono': '0993181846', 'fecha_nacimiento': datetime.date(2003, 6, 29), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': 'QH*9n#Kz%i', 'password_validator': 'QH*9n#Kz%i'}
{'nombres': 'Marleny', 'apellidos': 'Elorza', 'empresa': 83, 'role': 'Secretario', 'cedula': '1915739245', 'email': 'sanchezgloria@example.com', 'direccion': 'Calle 72 # 2-9\n158568\nSan Miguel de Sema, Boyacá', 'telefono': '0999594781', 'fecha_nacimiento': datetime.date(1997, 5, 28), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': '_nrJcUL&j0', 'password_validator': '_nrJcUL&j0'}
{'nombres': 'Alirio', 'apellidos': 'Jaén', 'empresa': 27, 'role': 'Conductor', 'cedula': '2400284556', 'email': 'guzmanrichard@example.net', 'direccion': 'Cr. 97 # 6-4\nLocal 38\n150347\nMuzo, Boyacá', 'telefono': '0989751865', 'fecha_nacimiento': datetime.date(1996, 7, 15), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': '(%j*F5Drwh', 'password_validator': '(%j*F5Drwh'}
{'nombres': 'Marta', 'apellidos': 'Pi', 'empresa': 92, 'role': 'Propietario', 'cedula': '1906509383', 'email': 'jaramillodario@example.net', 'direccion': 'Avenida Orocué # 2-85\nCasa 4\n852709\nVillanueva, Casanare', 'telefono': '0990818315', 'fecha_nacimiento': datetime.date(1989, 4, 20), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': 'Y7D0S1KO+g', 'password_validator': 'Y7D0S1KO+g'}
{'nombres': 'Fredy', 'apellidos': 'Bustos', 'empresa': 52, 'role': 'Persona natural', 'cedula': '0836916791', 'email': 'quinteromaria@example.org', 'direccion': 'Cr. 39 # 3-8\n138769\nMargarita, Bolívar', 'telefono': '0995547434', 'fecha_nacimiento': datetime.date(1993, 2, 28), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': '_5Z0@Cdo&r', 'password_validator': '_5Z0@Cdo&r'}
{'nombres': 'Luis', 'apellidos': 'Fábregas', 'empresa': 10, 'role': 'Administrador', 'cedula': '1444677767', 'email': 'mendozasofia@example.net', 'direccion': 'Carrera 182 # 4-86\n202658\nSan Martín, Cesar', 'telefono': '0993794265', 'fecha_nacimiento': datetime.date(2001, 12, 27), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '@TTVT@wwH7', 'password_validator': '@TTVT@wwH7'}
{'nombres': 'Sandra', 'apellidos': 'Pinedo', 'empresa': 17, 'role': 'Propietario', 'cedula': '1129419287', 'email': 'hvalencia@example.net', 'direccion': 'Calle 133Y # 5K-90 Sur\n053961\nLa Unión, Antioquia', 'telefono': '0985932264', 'fecha_nacimiento': datetime.date(2003, 12, 29), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': 'nLWX*Bjl$9', 'password_validator': 'nLWX*Bjl$9'}
{'nombres': 'Andrea', 'apellidos': 'Córdoba', 'empresa': 78, 'role': 'Secretario', 'cedula': '1165047463', 'email': 'cardenasjose@example.net', 'direccion': 'Cl. 131E Este # 13D-25 Este\n256780\nFómeque, Cundinamarca', 'telefono': '0959713700', 'fecha_nacimiento': datetime.date(1982, 9, 7), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': '*p4T6%ebiP', 'password_validator': '*p4T6%ebiP'}
{'nombres': 'Ricardo', 'apellidos': 'Pi', 'empresa': 37, 'role': 'Encargado', 'cedula': '2308170170', 'email': 'yenny17@example.com', 'direccion': 'Cl. 95 # 5N-6 Este\n152878\nChitaraque, Boyacá', 'telefono': '0983466118', 'fecha_nacimiento': datetime.date(1991, 9, 9), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': '$*8!AbE4cG', 'password_validator': '$*8!AbE4cG'}
{'nombres': 'Luisa', 'apellidos': 'Olivé', 'empresa': 37, 'role': 'Encargado', 'cedula': '2010604771', 'email': 'pvilla@example.com', 'direccion': 'Cr. 136C # 58-82 Sur\nApto. 5\n731380\nAtaco, Tolima', 'telefono': '0984740778', 'fecha_nacimiento': datetime.date(2003, 11, 14), 'estado_civil': 'Unión Libre', 'nivel_educacion': 'Superior', 'password': 'jvh54Qdj%+', 'password_validator': 'jvh54Qdj%+'}
{'nombres': 'Mónica', 'apellidos': 'Folch', 'empresa': 65, 'role': 'Persona natural', 'cedula': '1210930333', 'email': 'hernandezjuan@example.com', 'direccion': 'Carrera 9ª # 7-10 Sur\n524126\nAldana, Nariño', 'telefono': '0989222353', 'fecha_nacimiento': datetime.date(2001, 9, 6), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': '6e!P5qGw8j', 'password_validator': '6e!P5qGw8j'}
{'nombres': 'Mariana', 'apellidos': 'Riera', 'empresa': 39, 'role': 'Propietario', 'cedula': '1447940667', 'email': 'arturo03@example.com', 'direccion': 'Cl. 13 # 7-78\n239082\nValencia, Córdoba', 'telefono': '0997055224', 'fecha_nacimiento': datetime.date(1983, 12, 5), 'estado_civil': 'Soltero', 'nivel_educacion': 'Bachillerato', 'password': 'cFS5llS+_7', 'password_validator': 'cFS5llS+_7'}
{'nombres': 'Enrique', 'apellidos': 'Cuéllar', 'empresa': 31, 'role': 'Supervisor', 'cedula': '1301653471', 'email': 'rodriguezhernando@example.org', 'direccion': 'Cr. 175T # 2-5\nApartamento 55\n977622\nMitú', 'telefono': '0989207405', 'fecha_nacimiento': datetime.date(1989, 1, 30), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': 'TlZ9WNpS+1', 'password_validator': 'TlZ9WNpS+1'}
{'nombres': 'Alexandra', 'apellidos': 'Carbonell', 'empresa': 8, 'role': 'Administrador', 'cedula': '1644937771', 'email': 'mariaramirez@example.com', 'direccion': 'Cl. 92 # 5F-2 Este\nApto. 656\n416825\nSuaza, Huila', 'telefono': '0961727892', 'fecha_nacimiento': datetime.date(1997, 6, 11), 'estado_civil': 'Viudo', 'nivel_educacion': 'General Básica', 'password': '4aJ@63yA+j', 'password_validator': '4aJ@63yA+j'}
{'nombres': 'Milena', 'apellidos': 'Castillo', 'empresa': 48, 'role': 'Secretario', 'cedula': '0905014007', 'email': 'zcabrera@example.net', 'direccion': 'Cl. 159A # 89-1\n054018\nJericó, Antioquia', 'telefono': '0994595982', 'fecha_nacimiento': datetime.date(1999, 3, 23), 'estado_civil': 'Viudo', 'nivel_educacion': 'Superior', 'password': '$!6qI^zqN6', 'password_validator': '$!6qI^zqN6'}
{'nombres': 'Estiven', 'apellidos': 'Cabrero', 'empresa': 82, 'role': 'Secretario', 'cedula': '2160024382', 'email': 'humberto60@example.net', 'direccion': 'Transversal 4S # 83-61 Sur\n139115\nCantagallo, Bolívar', 'telefono': '0982437008', 'fecha_nacimiento': datetime.date(1999, 7, 25), 'estado_civil': 'Viudo', 'nivel_educacion': 'General Básica', 'password': '&G(t1FvAJd', 'password_validator': '&G(t1FvAJd'}
{'nombres': 'Edith', 'apellidos': 'Larrañaga', 'empresa': 48, 'role': 'Conductor', 'cedula': '1860619426', 'email': 'hoyosjaime@example.org', 'direccion': 'Avenida carrera 23 # 3-77\n256550\nVillagómez, Cundinamarca', 'telefono': '0994094204', 'fecha_nacimiento': datetime.date(2002, 5, 13), 'estado_civil': 'Casado', 'nivel_educacion': 'Superior', 'password': '+967UOfDDh', 'password_validator': '+967UOfDDh'}
{'nombres': 'Silvia', 'apellidos': 'Pino', 'empresa': 80, 'role': 'Conductor-Propietario', 'cedula': '2432953335', 'email': 'luisgiraldo@example.org', 'direccion': 'Calle 5C # 36-1\nBodega 1\n709414\nSan Marcos, Sucre', 'telefono': '0998259217', 'fecha_nacimiento': datetime.date(1984, 3, 6), 'estado_civil': 'Casado', 'nivel_educacion': 'Bachillerato', 'password': 'QZT8hMYl$n', 'password_validator': 'QZT8hMYl$n'}
{'nombres': 'Yaneth', 'apellidos': 'Miralles', 'empresa': 14, 'role': 'Secretario', 'cedula': '0951007384', 'email': 'davidduran@example.org', 'direccion': 'Carrera 137 # 26I-3\nApartamento 11\n232194\nCanalete, Córdoba', 'telefono': '0995103792', 'fecha_nacimiento': datetime.date(1997, 11, 7), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Superior', 'password': '*W39RNn)lT', 'password_validator': '*W39RNn)lT'}
{'nombres': 'Héctor', 'apellidos': 'Gallardo', 'empresa': 18, 'role': 'Encargado', 'cedula': '0134791607', 'email': 'sebastiangarcia@example.org', 'direccion': 'Cr. 22 # 76-7 Este\nBodega 163\n139116\nSan Jacinto del Cauca, Bolívar', 'telefono': '0988138503', 'fecha_nacimiento': datetime.date(2001, 11, 6), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': 'v+3YXcSj$u', 'password_validator': 'v+3YXcSj$u'}
{'nombres': 'Santiago', 'apellidos': 'Ariza', 'empresa': 16, 'role': 'Supervisor', 'cedula': '0840421796', 'email': 'qvelasquez@example.net', 'direccion': 'Diagonal 4ª # 73E-6\n765467\nUlloa, Valle del Cauca', 'telefono': '0986284940', 'fecha_nacimiento': datetime.date(2000, 9, 12), 'estado_civil': 'Casado', 'nivel_educacion': 'Bachillerato', 'password': 'X%1HH)rwlb', 'password_validator': 'X%1HH)rwlb'}
{'nombres': 'Andrés', 'apellidos': 'Ureña', 'empresa': 88, 'role': 'Encargado', 'cedula': '0535859326', 'email': 'aburbano@example.org', 'direccion': 'Cr. 59 # 44-26 Sur\nApto. 109\n854026\nSan Luis de Palenque, Casanare', 'telefono': '0966491207', 'fecha_nacimiento': datetime.date(1994, 7, 3), 'estado_civil': 'Viudo', 'nivel_educacion': 'Bachillerato', 'password': 'D)5zVrbDI(', 'password_validator': 'D)5zVrbDI('}
{'nombres': 'Heidy', 'apellidos': 'Chamorro', 'empresa': 67, 'role': 'Administrador', 'cedula': '0161849831', 'email': 'margarita41@example.org', 'direccion': 'Carrera 2E # 21-66\nOficina 84\n154633\nBerbeo, Boyacá', 'telefono': '0978609957', 'fecha_nacimiento': datetime.date(2000, 10, 14), 'estado_civil': 'Divorciado', 'nivel_educacion': 'General Básica', 'password': 'O6%N8AtVxp', 'password_validator': 'O6%N8AtVxp'}
{'nombres': 'Alberto', 'apellidos': 'Álamo', 'empresa': 70, 'role': 'Administrador', 'cedula': '1440630406', 'email': 'xvargas@example.com', 'direccion': 'Cl. 84O # 2-68 Sur\n684278\nCabrera, Santander', 'telefono': '0969608726', 'fecha_nacimiento': datetime.date(1990, 1, 13), 'estado_civil': 'Viudo', 'nivel_educacion': 'General Básica', 'password': '*aJet)#GI7', 'password_validator': '*aJet)#GI7'}
{'nombres': 'María', 'apellidos': 'Pelayo', 'empresa': 52, 'role': 'Encargado', 'cedula': '3023867249', 'email': 'whurtado@example.com', 'direccion': 'Diagonal 93V # 18-8 Sur\n154729\nQuípama, Boyacá', 'telefono': '0997896502', 'fecha_nacimiento': datetime.date(1994, 3, 28), 'estado_civil': 'Soltero', 'nivel_educacion': 'General Básica', 'password': '#02SnLXi(f', 'password_validator': '#02SnLXi(f'}
{'nombres': 'Fanny', 'apellidos': 'Rocamora', 'empresa': 25, 'role': 'Propietario', 'cedula': '1413835198', 'email': 'angelgarcia@example.org', 'direccion': 'Cr. 88 # 7P-2 Este\nApto. 1\n503646\nSan Juanito, Meta', 'telefono': '0982004389', 'fecha_nacimiento': datetime.date(2001, 6, 3), 'estado_civil': 'Divorciado', 'nivel_educacion': 'Bachillerato', 'password': '%D0UVi2qOf', 'password_validator': '%D0UVi2qOf'}
{'nombres': 'Felipe', 'apellidos': 'Solís', 'empresa': 51, 'role': 'Superuser', 'cedula': '0130863228', 'email': 'felipecaicedo@example.org', 'direccion': 'Carrera 110 # 4-4\n206762\nPueblo Bello, Cesar', 'telefono': '0968320421', 'fecha_nacimiento': datetime.date(1986, 3, 22), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': 'UtRw++fs(1', 'password_validator': 'UtRw++fs(1'}
{'nombres': 'Oswaldo', 'apellidos': 'Sáez', 'empresa': 45, 'role': 'Supervisor', 'cedula': '0465189157', 'email': 'olgavillamizar@example.org', 'direccion': 'Dg. 185M Bis B # 98D-4\nTorre 7 apartamento 45\n666142\nBelén de Umbría, Risaralda', 'telefono': '0982209720', 'fecha_nacimiento': datetime.date(1996, 12, 24), 'estado_civil': 'Soltero', 'nivel_educacion': 'Superior', 'password': 'nx3QFU#5X$', 'password_validator': 'nx3QFU#5X$'}
